,Alabama,Alaska,American Samoa,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Diamond Princess,District of Columbia,Florida,Georgia,Grand Princess,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Northern Mariana Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming,allStates,date
524,532,88,0,769,686,1743,444,51,32,0,8,0,590,0,9,56,97,259,399,122,435,274,591,12,62,93,308,68,356,1325,65,84,558,23,195,58,300,208,27,0,200,276,194,192,32,24,128,20,123,2751,574,4,21,275,347,49,91,95,16323,6/30/21
525,0,0,0,472,700,1798,530,35,26,0,7,0,520,0,9,49,91,457,390,99,24,163,568,21,75,83,222,83,180,1286,66,0,543,23,218,87,391,296,11,0,579,329,196,191,48,5,181,24,193,1613,540,2,16,224,477,56,118,63,14378,7/1/21
526,315,109,0,526,494,787,499,89,50,0,16,15684,433,0,7,79,83,356,407,94,392,160,525,15,85,89,134,101,242,1173,52,194,508,28,310,86,503,374,11,0,185,303,201,179,69,25,240,22,250,1596,431,7,7,180,411,52,119,92,29379,7/2/21
527,0,0,0,645,0,679,452,0,26,0,0,0,0,0,0,47,0,0,0,66,0,0,0,29,96,0,0,111,0,229,0,0,0,0,190,0,286,0,5,0,201,0,0,234,56,0,0,0,0,1187,0,0,14,160,0,0,0,0,4713,7/3/21
528,0,0,0,442,0,558,262,0,29,0,0,0,0,0,0,62,0,0,0,60,0,0,0,22,61,0,0,0,0,1258,0,0,0,0,112,0,350,0,2,0,0,0,0,149,70,0,0,0,0,219,0,0,0,168,0,0,0,0,3824,7/4/21
529,0,0,0,50,1246,3930,170,0,16,0,0,0,0,0,0,48,0,0,0,27,0,0,0,0,38,0,0,0,0,1002,0,0,0,0,86,0,372,0,9,0,210,0,0,123,0,0,700,0,0,537,0,0,0,122,0,0,149,0,8835,7/5/21
530,0,0,0,900,270,1934,217,175,9,0,39,0,1367,0,21,39,257,1221,976,77,11,423,2017,0,47,290,533,143,649,766,78,191,1346,71,154,200,298,1488,6,1,190,1041,457,106,111,55,132,0,915,1320,1149,14,26,132,1182,130,40,197,23411,7/6/21
531,1613,214,0,373,1000,1824,498,92,0,0,6,0,667,0,14,39,123,462,370,1044,1029,331,1226,38,55,91,0,231,379,1659,151,0,453,26,283,81,363,415,28,0,317,151,270,205,22,40,136,60,416,4388,394,7,28,273,403,67,184,95,22634,7/7/21
532,0,0,0,625,1210,2518,441,55,31,0,11,0,932,0,15,75,144,617,555,-947,20,301,786,33,99,110,0,124,427,1665,87,196,697,33,331,132,667,630,29,0,377,456,210,259,77,10,282,0,453,2287,668,5,15,291,582,53,227,128,19029,7/8/21
533,1160,133,0,921,1155,1329,1052,171,55,0,21,23747,904,0,8,69,135,645,437,246,812,339,969,10,145,201,837,139,416,2142,51,102,813,23,398,124,744,543,13,1,354,551,256,245,111,-19,407,0,561,2304,655,12,20,257,453,66,145,101,47489,7/9/21
534,534,0,0,807,0,1288,489,0,33,0,0,0,0,0,0,114,0,0,0,0,0,0,0,18,127,0,0,0,0,1597,0,0,0,0,311,0,732,0,27,0,299,0,0,273,86,0,0,0,0,1371,0,0,28,286,0,0,0,0,8420,7/10/21
535,0,0,0,803,0,6328,362,0,55,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,79,0,0,0,0,1095,0,0,0,0,283,0,794,0,9,0,231,0,0,203,139,0,0,0,0,430,0,0,0,240,0,0,0,0,11153,7/11/21
536,610,174,0,122,2013,3520,323,70,19,0,71,0,1763,0,23,63,297,1592,842,0,662,728,2393,0,79,332,0,187,796,213,85,0,1673,62,215,299,633,1863,1,0,224,1211,499,137,97,90,1109,0,1219,3565,1238,32,10,183,1606,160,340,172,33615,7/12/21
537,0,0,0,345,1476,4800,556,206,19,0,10,0,1109,0,13,61,182,578,575,0,0,432,953,65,118,284,743,386,219,2287,90,306,855,30,363,115,642,540,41,0,344,0,336,354,30,23,256,0,575,3724,471,8,28,346,1105,60,236,97,26392,7/13/21
538,1398,248,0,1945,1309,3780,522,141,70,0,38,0,1260,0,4,48,179,743,583,651,133,636,1936,40,104,230,0,199,641,2255,93,123,692,40,365,180,741,995,27,2,407,1259,250,320,126,31,324,98,816,5066,572,19,33,412,703,78,209,96,33170,7/14/21
539,965,0,0,1014,980,3236,522,150,49,0,41,0,1362,0,2,166,206,860,556,0,1094,534,1500,49,178,267,0,209,557,2814,68,111,938,35,446,156,950,1020,32,0,547,705,316,431,184,54,625,14,572,3023,693,13,15,440,789,80,215,124,29907,7/15/21
540,999,287,0,1251,1342,3694,608,139,39,0,37,45449,1086,0,4,147,161,676,545,0,1065,496,1605,44,183,329,944,246,534,2334,87,150,866,32,494,187,716,1023,17,0,533,750,367,440,199,44,571,0,11,4431,669,21,41,445,761,90,222,68,77479,7/16/21
541,901,0,0,0,0,2005,535,0,69,0,0,0,0,0,0,124,0,0,0,0,0,0,0,58,183,0,0,0,0,2395,0,0,0,0,549,0,1367,0,25,0,486,0,0,444,185,0,0,0,0,2534,0,0,26,0,0,0,0,0,11886,7/17/21
542,724,0,0,2132,0,9962,460,0,48,0,0,0,0,0,0,164,0,0,0,0,8,0,0,0,166,0,0,0,0,1365,0,0,0,0,428,0,1145,0,8,0,301,0,0,341,237,0,0,0,740,1746,0,0,0,0,0,0,0,0,19975,7/18/21
543,718,459,0,1034,2552,5642,381,409,36,0,141,0,3290,0,1,132,355,2817,1309,0,809,970,3987,0,139,765,0,260,2326,1037,79,0,2067,59,312,377,912,2950,11,0,660,2126,757,247,188,132,1838,0,1943,2662,1552,29,29,986,1780,244,426,186,52121,7/19/21
544,1391,0,0,1154,1875,7515,545,218,34,0,34,0,1569,0,8,100,245,745,655,0,0,989,1562,151,155,452,1198,621,573,2116,157,446,1004,59,658,135,1118,871,48,1,744,465,584,604,86,65,332,0,915,5616,559,11,34,721,730,82,491,131,40572,7/20/21
545,1632,475,0,1043,1459,6225,623,228,45,0,31,0,2229,0,0,163,325,958,710,1395,32,936,5388,48,244,525,0,273,961,2930,103,135,931,47,699,271,1187,1434,26,0,785,1203,391,569,180,101,677,196,1307,8186,873,19,37,678,960,139,425,148,50585,7/21/21
546,1567,0,0,1174,1860,8293,759,295,71,0,72,0,2144,0,14,243,233,1993,851,0,1458,898,2834,106,303,542,0,338,1199,3278,141,164,942,34,746,271,1638,1800,34,0,822,1581,533,587,773,86,940,0,1412,6869,815,38,15,666,2562,126,394,153,54667,7/22/21
547,1733,379,0,1479,1987,1066,692,212,65,0,43,73166,2497,0,1,233,282,1470,760,0,1511,941,3127,54,288,624,1730,371,1317,2791,112,233,1003,46,909,244,1729,1998,43,0,802,1194,606,652,367,92,1243,0,1527,6160,0,29,35,750,0,178,515,110,119396,7/23/21
548,1888,65,0,1528,2015,5760,0,0,91,0,0,0,0,0,0,258,0,0,0,0,0,0,0,70,317,0,0,0,0,3238,0,0,0,0,861,0,1897,0,45,0,687,0,0,667,407,0,0,0,0,5212,0,0,39,0,136,0,0,0,25181,7/24/21
549,1536,0,0,1508,1022,15125,0,0,68,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,306,0,0,0,0,1531,0,0,0,0,596,0,871,0,12,0,495,0,0,597,294,0,0,0,0,1398,0,0,0,0,0,0,0,0,25635,7/25/21
550,1403,565,0,1441,621,9285,1798,589,65,0,187,0,6113,0,5,163,544,3892,1903,0,1498,2206,7592,0,256,1272,0,423,3608,1138,151,0,2400,134,521,631,2611,5444,38,2,543,3669,984,435,121,250,3644,0,3628,5855,2269,72,28,1883,3073,406,964,200,86523,7/26/21
551,2667,0,0,1475,2052,8045,871,488,81,0,68,0,3587,0,8,162,318,1669,1058,0,0,1232,6818,172,309,832,2069,1029,1291,2541,259,0,1124,112,794,238,1615,1603,66,0,1317,733,1022,1072,92,105,1117,0,2102,12552,613,12,47,835,1025,189,1078,172,68736,7/27/21
552,2726,528,0,1361,1703,8090,896,391,73,0,40,0,3828,0,8,85,358,2082,1215,2158,206,1549,4699,64,416,660,0,619,1875,2835,223,1009,1179,67,948,328,1874,2633,80,0,1456,1474,815,821,416,152,1439,265,2226,9288,843,44,47,1087,1156,196,899,0,69430,7/28/21
553,0,0,0,1759,2843,10764,1053,339,113,0,61,0,4612,0,7,234,439,1691,1251,0,2053,1570,4414,120,505,905,0,543,1908,3079,255,238,1345,89,1077,401,2609,3268,75,0,1205,1806,999,1080,485,199,1879,0,2586,14716,1113,26,17,1101,873,255,995,332,79287,7/29/21
554,0,575,0,1965,2544,4680,1175,491,146,0,69,110724,3604,0,12,622,529,2348,1424,0,1908,1598,5313,111,526,931,2677,700,1643,3957,223,364,1310,103,1119,331,2577,3199,84,0,1183,1777,1066,1052,173,186,2236,0,2223,13715,1211,59,92,1178,714,268,1185,172,188072,7/30/21
555,8144,0,0,2066,1339,3551,0,0,132,0,0,0,0,0,0,485,0,0,0,0,0,0,0,91,587,0,0,0,0,2745,0,0,0,0,1182,0,3072,0,74,0,1469,0,0,1188,1314,0,0,0,0,5198,0,0,23,0,0,0,0,0,32660,7/31/21
556,1798,0,0,2306,1984,24290,0,0,156,0,0,0,0,0,0,452,0,0,0,0,0,0,0,0,547,0,0,0,0,1925,0,0,0,0,928,0,2574,0,30,0,857,0,0,995,744,0,0,0,0,3347,0,0,0,0,0,0,0,0,42933,8/1/21
557,1705,751,0,1846,844,9824,2203,1245,118,0,320,0,6145,0,23,365,868,5608,2798,0,76,3516,11108,0,447,2105,0,624,4991,1201,268,0,2531,329,878,1076,2392,8623,25,6,895,5597,2044,890,230,451,6799,0,6864,9709,2244,149,34,3555,2805,665,2087,340,120217,8/2/21
558,3307,295,0,1974,2343,10122,991,584,81,0,82,0,9174,0,29,389,680,2682,1589,0,0,1756,4753,255,368,1101,2981,1665,1574,2667,399,993,1215,169,1313,478,3032,2188,138,2,1769,946,1565,1573,230,195,2091,0,2677,21026,728,39,28,1403,5476,267,1571,237,103190,8/3/21
559,3399,342,0,2286,2838,10269,1090,537,122,0,58,0,4860,0,30,346,637,2364,1731,3570,199,2528,4779,129,695,1032,0,933,2821,4360,295,381,993,122,1230,607,2926,3413,96,0,2167,2160,1183,1441,1143,302,2164,374,3798,13018,1050,52,86,1717,2032,382,1333,249,96669,8/4/21
560,3817,379,0,2289,2777,15187,1244,644,186,0,117,0,5806,0,29,655,743,3048,1900,0,4187,2157,5468,149,729,1171,0,861,3164,4048,282,412,1135,228,1466,670,3536,4331,117,0,1969,2342,1372,1849,209,240,2835,0,3292,15539,1096,90,77,1760,2914,403,1744,247,110910,8/5/21
561,3685,333,0,2826,3037,13999,1082,731,228,0,128,134751,6005,0,21,628,679,3040,2009,0,2179,2576,6116,145,890,1206,4514,1004,2094,3166,272,394,1299,157,1346,546,3739,4506,119,0,1666,2303,980,1746,1331,298,3273,0,3925,23096,894,101,53,1845,2337,429,1312,253,255292,8/6/21
562,3891,0,0,2653,2633,12753,0,0,260,0,0,0,0,0,0,615,0,0,0,0,0,0,0,165,892,0,0,0,0,2664,0,439,0,0,1539,0,4491,0,116,8,2317,0,0,1704,816,0,0,0,0,11072,0,0,53,0,0,0,0,0,49081,8/7/21
563,0,0,0,2639,1369,9631,0,0,214,0,0,0,0,0,0,643,0,0,0,0,0,0,0,0,853,0,0,0,0,1834,0,0,0,0,1169,0,3578,0,51,0,1413,0,0,1272,839,0,0,0,0,2372,0,0,0,0,0,0,0,0,27877,8/8/21
564,4877,855,0,2191,995,13097,2770,1287,195,0,486,0,13041,0,52,437,942,7858,4946,0,2712,5135,16543,-1,586,2652,3080,1118,6912,1219,388,0,3010,455,861,1305,2066,15801,57,0,1269,6328,3204,1111,453,0,9311,0,9410,12881,2018,251,73,4655,6698,1037,2536,573,179736,8/9/21
565,3815,260,0,2582,2620,11332,890,275,123,0,0,13075,6945,0,44,436,754,2950,2196,3155,0,2445,6088,361,629,1334,0,1685,3488,2452,484,847,1125,88,1629,683,1972,2985,167,4,2326,1042,2333,2135,379,714,2238,0,3490,21565,634,92,33,1759,19,457,1770,300,121204,8/10/21
566,3851,0,0,1970,2940,11229,1210,914,161,0,264,24753,6958,0,48,472,736,3933,2458,1717,2707,2920,5407,217,886,1440,3322,1625,3163,4104,369,483,916,148,1686,713,6653,4963,184,0,3393,2199,1957,1883,1219,285,2649,859,4097,21407,1114,94,27,2117,5077,543,1559,256,156255,8/11/21
567,4167,784,0,2970,2318,14396,1668,742,331,0,152,20656,7016,0,48,549,751,3114,3151,0,0,2678,5287,236,1047,1367,0,1311,4412,3633,396,0,1221,306,1854,1279,4875,5900,150,1,3272,2468,2305,2354,1315,364,3279,153,5507,12398,1243,126,76,2361,3698,508,1626,375,142194,8/12/21
568,3986,338,0,3225,3023,15765,1296,542,271,0,196,93280,7216,0,46,1167,780,3479,2656,0,2940,3914,7548,214,950,1298,3627,1324,5023,2848,345,0,1280,242,1844,796,4642,6628,169,0,2732,2814,1765,2060,1001,401,4526,138,4647,17577,897,157,73,2270,3162,290,2121,315,229844,8/13/21
569,0,0,0,3418,2117,13174,0,0,334,0,0,0,0,0,0,791,0,0,0,1950,0,0,0,189,1016,0,0,0,0,3255,0,0,0,0,2564,0,4602,0,162,3,2460,0,0,2274,887,0,0,0,0,10183,0,0,53,0,0,0,0,0,49432,8/14/21
570,6992,0,0,3052,1517,10717,0,0,299,0,0,0,0,0,0,845,0,0,0,0,0,0,0,0,869,0,0,0,0,1661,0,0,0,0,1274,0,4401,0,105,0,1977,0,0,2129,754,0,0,0,0,5473,0,0,0,0,0,0,0,0,42065,8/15/21
571,2466,1062,0,2400,856,13376,2846,1581,284,0,576,12680,19399,0,107,539,1357,9126,6670,0,2506,6763,13370,0,766,3093,3890,1459,7839,1346,461,0,2523,561,1304,1771,3898,14998,74,0,1814,6967,4380,1284,447,694,11039,178,13349,16760,2423,0,31,5901,7590,1482,2470,672,219428,8/16/21
572,4023,452,0,2661,2203,15438,1190,881,142,0,66,21669,7639,0,63,460,904,3639,2691,1755,10,3222,3691,375,851,1468,0,3044,3323,2167,621,2676,1002,271,1821,746,3409,3575,269,5,3235,862,2915,2597,384,331,2286,395,3559,28206,963,357,0,2244,2330,1339,1963,412,152800,8/17/21
573,4465,665,0,2402,2685,13823,2023,593,324,0,181,23335,8014,0,37,647,1217,3833,3451,1992,124,3537,6606,191,1012,1579,3307,1158,4085,3087,436,611,1429,256,1677,874,4793,5256,252,1,3303,2360,2108,2224,558,405,3534,376,5478,17559,1488,97,87,2552,3519,820,1685,488,158599,8/18/21
574,3890,685,0,3546,3549,15390,1696,534,429,0,138,15586,9836,0,82,752,795,3180,3501,0,19,4827,5550,182,1060,1576,0,1346,4807,3347,495,660,1413,274,2022,967,5083,7020,254,1,3446,2502,2969,3959,1313,336,3259,295,6351,17073,1280,169,19,2764,3937,970,1776,306,157216,8/19/21
575,3799,469,0,3109,2407,25397,1659,431,408,0,180,77470,9581,0,98,845,612,4904,4103,0,5495,3857,5922,185,1206,1533,4846,1698,5048,2738,441,409,1207,308,2940,869,4088,6631,302,0,3783,2851,2142,2499,1888,355,5228,304,7232,22928,1116,115,162,2792,3783,925,1849,521,245668,8/20/21
576,6210,0,0,3195,2520,14020,0,0,388,0,0,0,0,0,0,763,0,0,0,2197,52,0,0,205,1131,0,0,0,0,2482,0,737,0,0,2158,0,5943,0,209,3,3452,0,0,2799,854,0,0,0,0,17034,0,146,11,0,0,0,0,0,66509,8/21/21
577,3315,0,0,3307,1229,9792,0,0,310,0,0,0,0,0,96,893,0,0,0,0,0,0,0,0,990,0,0,0,0,1733,0,0,0,0,1450,0,4556,0,116,0,2194,0,0,2182,804,0,0,0,0,3274,0,126,0,0,0,0,0,0,36367,8/22/21
578,2588,1116,0,2632,986,14073,4326,1554,280,0,556,11244,21072,0,92,571,1071,9213,8400,0,121,8601,10889,0,925,3418,4285,1666,7249,1446,646,0,3066,731,1624,2198,3829,16924,109,0,2775,6218,4667,1822,348,619,13830,329,20249,14060,2718,82,33,7081,8361,2486,3311,891,237381,8/23/21
579,0,595,0,2595,2223,13249,1250,1071,195,0,133,21208,9186,0,126,565,1032,2989,3461,2355,2679,4626,3814,362,847,1600,0,3837,3291,2305,710,1610,1007,287,1857,874,3430,4623,397,2,4117,1794,2781,3080,753,236,3708,785,5153,23088,1140,105,46,3027,3073,785,2549,507,157118,8/24/21
580,0,624,0,0,2781,13282,1720,651,341,0,125,26203,10677,0,147,512,1019,4451,4958,2560,3463,4844,6619,291,1190,1495,5195,1400,3385,2694,604,926,1362,294,2113,768,3893,6130,356,3,4600,2534,2739,3689,1182,383,3697,455,0,21336,1585,118,23,3454,2991,1102,1993,459,169416,8/25/21
581,11142,727,0,6855,2318,14578,1811,788,429,0,210,21765,10823,0,108,831,992,4041,4901,0,37,5334,5131,390,1244,1891,0,1829,3425,2902,632,776,1137,322,2054,922,5364,8620,354,3,5395,4152,2046,3242,989,355,4541,471,11311,14044,1491,149,53,3491,3843,1448,2264,467,184438,8/26/21
582,5033,535,0,3707,2866,16350,2080,788,528,0,190,71340,11084,0,179,1035,834,4942,4831,0,3312,4788,3428,263,1373,1656,4556,1902,4041,2784,706,867,1287,320,2592,951,6381,8105,283,0,4855,3338,3191,3962,836,398,6830,439,7635,22475,1286,144,14,3520,4267,1328,2636,472,243543,8/27/21
583,6190,0,0,3893,2166,14384,0,0,382,0,0,0,0,0,109,938,0,0,0,2643,78,0,0,415,1368,0,0,0,0,2450,0,827,0,0,1934,0,2357,0,361,2,5204,0,0,3854,688,0,0,0,0,9212,0,187,0,0,0,1611,0,0,61253,8/28/21
584,3433,0,0,2090,787,11347,0,0,300,0,0,0,0,0,84,1678,0,0,0,0,0,0,0,0,1067,0,0,0,0,1169,0,0,0,0,1850,0,6145,0,172,2,3963,0,0,2584,695,0,0,0,0,3586,0,137,0,0,0,1226,0,0,42315,8/29/21
585,3072,1155,0,3247,882,12881,3603,1361,394,0,697,8597,23135,0,114,720,2276,10066,11331,0,3144,9894,0,0,942,4299,5634,1904,7971,2163,722,0,2799,949,1508,2276,5642,19007,139,5,3091,7827,5495,2543,341,624,16420,463,20545,22369,3329,72,74,8296,8774,1141,4056,1289,259278,8/30/21
586,5206,639,0,822,2626,24270,2148,1003,232,0,178,18608,10521,0,206,553,1226,4871,3535,2022,26,4534,0,475,1078,1775,0,3870,1111,1402,889,1756,1242,215,2128,829,3910,5351,520,1,5914,1719,2391,3574,395,292,4602,1020,9686,19742,1218,156,76,3487,3279,1030,2531,380,171270,8/31/21
587,4691,798,0,4740,2890,11972,2194,712,328,0,139,19048,9702,0,181,455,1163,5178,4369,3643,4206,4931,12380,434,1374,2037,5328,1424,2939,3083,871,0,1452,332,2283,873,4246,7248,458,1,7102,2538,2800,3928,646,352,5347,578,9419,27413,1685,199,10,3407,4063,1466,2323,871,202250,9/1/21
588,5312,715,0,3470,2453,12593,2196,686,547,0,148,21723,8412,0,169,1068,1604,4224,5194,0,26,5432,2099,623,1272,1767,0,1900,3850,3104,737,1964,1136,298,2542,988,5165,7901,536,0,7087,3274,2426,3722,83,419,5523,535,3199,21582,1687,143,27,4255,4364,1632,2672,595,175079,9/2/21
589,5128,582,0,3802,2129,12534,2076,665,556,0,200,61226,12018,0,197,865,1388,5980,5090,0,3932,5075,2625,665,1387,1911,5292,2130,3352,2740,652,1102,1407,394,1735,915,5965,8590,440,4,6179,3080,2360,4064,1623,354,6221,483,6698,25261,1635,161,12,4070,4022,1717,2300,604,235593,9/3/21
590,4420,0,0,3424,2360,11385,0,0,461,0,0,0,0,0,0,888,0,0,4256,3187,0,0,0,491,1194,0,0,0,0,2530,0,0,0,0,2248,0,3676,0,463,1,6369,0,0,4658,639,0,0,0,0,14522,0,181,53,0,0,1979,0,0,69385,9/4/21
591,2842,0,0,3071,1072,8559,0,0,367,0,0,0,0,0,186,731,0,0,3381,0,0,0,0,2,805,0,0,0,0,1496,0,0,0,0,1714,0,6097,0,162,0,5561,0,0,3107,501,0,0,0,0,2691,0,110,0,0,0,1500,0,0,43955,9/5/21
592,2566,0,0,2378,937,7230,5071,0,259,0,0,0,0,0,1,756,0,0,2587,0,0,0,0,0,1027,0,0,0,5781,1163,0,0,0,0,1951,0,3675,0,136,0,3944,0,0,2489,122,0,17024,0,0,4298,0,131,0,8743,0,1316,4472,0,78057,9/6/21
593,2672,2148,0,1982,583,11287,1844,1612,348,0,651,12547,25944,0,201,499,2527,12051,2812,3207,37,12979,5532,0,795,5683,6908,2074,704,1115,1218,1788,3193,1003,354,2499,3248,25188,271,0,4876,10073,5515,2319,277,906,3783,453,38798,19650,4657,200,45,2007,11204,1008,859,1289,265423,9/7/21
594,4791,842,0,2222,2181,8788,1540,935,238,0,125,13774,8752,0,325,380,1526,3961,2994,2368,5678,4456,3066,732,701,1475,3308,5756,1934,2562,1047,1156,1446,540,3498,541,2699,4752,639,1,6823,1300,2590,5031,351,77,3157,1230,5422,40882,1539,111,31,4479,3587,1352,2533,802,183026,9/8/21
595,4367,842,0,2480,2481,7895,1900,626,352,0,165,12386,7586,0,215,429,1459,4741,5271,0,35,5244,4903,620,907,2407,0,1211,3138,2518,998,955,1115,523,2210,576,6319,6290,615,0,7897,2462,2414,4332,698,729,3556,619,4200,24659,2165,152,80,3952,4063,1743,2096,533,160129,9/9/21
596,4800,701,0,2988,2159,16032,2189,625,650,0,107,61542,8278,0,193,747,1574,5309,5500,0,4189,5188,2173,506,1553,1873,7022,2037,1892,3158,965,940,1552,332,2664,880,5652,5877,632,1,9019,2627,2433,5187,468,395,4154,615,5168,19507,2189,147,0,4479,3388,2380,2777,813,228226,9/10/21
597,4494,0,0,3355,1749,8484,0,0,617,0,0,0,0,0,67,836,947,0,4140,4016,0,0,0,584,1376,0,0,0,0,2743,0,921,0,0,2494,0,6283,0,502,0,8405,0,0,5398,459,0,0,0,0,8807,0,199,68,0,0,2262,0,0,69206,9/11/21
598,1794,0,0,2765,1116,6253,0,0,530,0,0,0,0,0,85,735,330,0,3791,0,0,0,0,0,1150,0,0,0,0,1667,0,0,0,0,1847,0,4105,0,208,0,4463,0,0,3774,338,0,0,0,0,2419,0,180,0,0,0,2244,0,0,39794,9/12/21
599,2692,1460,0,2278,646,15505,5492,1348,444,0,805,0,15902,0,174,461,1436,9152,2324,0,2850,9943,0,0,1103,5085,6999,2680,3763,1392,1220,0,2839,1215,1545,1777,5230,23890,177,2,5568,7650,4679,3128,98,962,18276,528,30253,19470,4213,150,39,9252,9428,1417,3941,1182,252063,9/13/21
600,3944,691,0,2609,1544,9204,1980,1050,249,0,375,690,7327,0,219,423,1657,4660,3655,4026,11,3999,4650,664,1094,1643,0,4598,2070,2217,1240,0,1472,421,2038,736,4118,4760,368,4,7325,759,2028,4724,237,434,4269,992,5089,27527,1274,112,9,3659,2751,1473,2488,638,146194,9/14/21
601,3651,1093,0,2432,1919,8637,2059,401,252,0,294,10723,6167,0,202,493,1315,4194,4760,3323,3732,5389,4571,778,1189,2877,7757,2731,2353,2612,1214,2531,1046,544,2275,686,4830,7277,943,2,7747,1966,2028,4021,512,408,3182,568,7235,19510,1885,208,53,4066,3759,1805,3937,434,170576,9/15/21
602,3972,1053,0,2855,1824,10266,2186,1066,554,0,209,9760,5852,0,171,588,1218,4349,4163,561,21,4876,1663,652,1330,2148,0,2473,2594,2685,1104,1295,1475,612,2958,877,6782,7160,573,0,8349,2263,2208,6261,427,322,4475,552,4432,17804,1885,338,23,4181,3201,2135,3980,746,155507,9/16/21
603,2974,888,0,2830,1809,10085,2037,1544,618,0,202,54825,5592,0,204,581,1730,3601,4474,0,3209,5128,2179,715,1525,2178,6686,2635,2321,2548,1219,881,1371,419,2374,758,6002,7905,490,0,8447,2124,2073,5723,334,474,4950,544,6446,16888,1749,234,65,4212,3881,2320,3554,315,208870,9/17/21
604,3462,0,0,2742,1574,8560,0,0,581,0,0,0,0,0,89,569,758,0,3534,5161,0,0,0,587,1277,0,0,0,0,2202,0,0,0,0,2623,0,3759,0,488,0,6716,0,0,5305,241,0,0,0,0,7947,0,205,19,0,0,2074,0,0,60473,9/18/21
605,2090,0,0,2457,739,5875,0,0,450,0,0,0,0,0,94,474,300,0,2652,0,0,0,0,1,1036,0,0,0,0,1386,0,0,0,0,1909,0,7218,0,199,5,4428,0,0,4519,264,0,0,0,0,1545,0,273,0,0,0,1604,0,0,39518,9/19/21
606,1920,2111,0,2020,396,8519,4823,1446,439,0,712,0,11353,0,128,431,1244,8415,1906,0,2451,8540,3194,0,1139,4590,8203,2457,2687,1042,1627,0,2213,1079,1623,1509,3443,15824,221,0,4899,5998,3320,2547,81,901,11056,446,12521,14424,3393,130,31,8943,7736,1318,7895,1541,194885,9/20/21
607,3220,856,0,1934,1401,7746,1779,394,272,0,149,0,7493,0,199,280,1830,3002,2750,3633,21,3355,1268,632,974,1382,0,6321,1669,2007,1174,2412,1230,211,2165,410,5348,4381,624,2,6814,484,1680,4870,298,336,2206,739,0,18374,1326,147,27,3335,2535,1337,4064,553,121649,9/21/21
608,3018,1247,0,2106,1463,7526,1606,490,267,0,137,-1448,4723,0,138,330,1354,3561,3960,2808,2496,4408,1906,614,1145,1980,7718,1638,1557,2111,1313,881,824,345,2351,714,4558,6288,641,0,6882,2244,2266,4591,201,-1260,2414,604,9267,15672,1724,168,41,3737,2255,1734,3266,542,133122,9/22/21
609,3366,1319,0,3013,1540,7557,2056,591,643,0,169,4215,4553,0,101,445,1345,3505,3703,503,34,4090,1517,716,1405,2004,0,2291,2071,2124,1174,0,1053,753,2252,722,5052,5953,629,0,7475,2361,1807,5601,251,1867,3199,585,3974,11403,1598,289,32,3767,4089,1477,3472,757,126468,9/23/21
610,2569,1786,0,2998,1365,2690,1978,470,570,0,187,51342,4300,0,150,403,1646,3304,3340,0,2486,3931,1002,714,1363,1920,7087,2862,1505,1970,1035,0,1072,744,2236,713,6092,5805,640,0,7095,1230,2076,5098,319,407,3521,470,5638,14198,1672,242,31,3058,3129,2685,3241,515,176900,9/24/21
611,2937,0,0,2916,1012,1803,0,0,599,0,0,0,0,0,0,408,816,0,3016,4485,0,0,0,606,1567,0,0,0,0,2101,0,1395,0,0,2234,0,4096,0,637,0,5379,0,0,5369,230,0,0,0,0,7482,0,180,11,-172,0,1758,0,0,50865,9/25/21
612,1633,0,0,2579,417,17645,0,0,381,0,0,0,0,0,126,372,399,0,1689,0,0,0,0,0,1114,0,0,0,0,1120,0,0,0,0,1110,0,6345,0,283,0,4266,0,0,4199,142,0,0,0,0,2631,0,241,0,0,0,1376,0,0,48068,9/26/21
613,1594,4013,0,1959,470,7602,4585,1444,424,0,567,0,8004,0,162,255,1423,6671,1699,0,1975,6439,3058,0,960,4353,8719,2784,1773,790,1252,1288,1981,0,1159,1986,3033,13488,218,2,3681,5346,3581,3066,79,751,8588,383,7826,10814,3176,200,48,7987,8788,1163,6697,1069,169373,9/27/21
614,1984,699,0,1123,800,7333,1897,553,290,0,126,0,3865,0,169,240,1355,2375,2490,3370,6,4535,1031,1005,972,1491,0,6192,1520,1599,1203,1753,902,1614,1888,610,5057,3469,884,1,7283,648,1620,5334,163,300,1818,812,3390,13886,1130,98,20,2641,2727,1037,3575,495,111378,9/28/21
615,2141,1001,0,3388,1153,6755,1592,450,294,0,98,0,4435,0,192,230,1684,2989,2938,2454,2443,3872,1048,867,1125,1646,8694,2062,1098,2016,1334,0,800,652,1997,633,5072,4789,825,1,6463,1500,1993,4860,186,313,2868,551,3618,15124,1786,109,22,3151,2699,1496,3373,535,123415,9/29/21
