,Country_Region,UID,code3,FIPS,Admin2,Lat,Long_,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-03,2021-07-04,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-10,2021-07-11,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-17,2021-07-18,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-24,2021-07-25,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-07-31,2021-08-01,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-07,2021-08-08,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-14,2021-08-15,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-21,2021-08-22,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-28,2021-08-29,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-04,2021-09-05,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-11,2021-09-12,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-18,2021-09-19,2021-09-20,2021-09-21,2021-09-22,2021-09-23,2021-09-24,2021-09-25,2021-09-26,2021-09-27,2021-09-28,2021-09-29,2021-09-30,2021-10-01,2021-10-02,2021-10-03,2021-10-04,2021-10-05,2021-10-06,2021-10-07,2021-10-08,2021-10-09,2021-10-10,2021-10-11,2021-10-12,2021-10-13,2021-10-14,2021-10-15,2021-10-16,2021-10-17,2021-10-18,2021-10-19,2021-10-20,2021-10-21,2021-10-22,2021-10-23,2021-10-24,2021-10-25,2021-10-26,2021-10-27,2021-10-28,2021-10-29,2021-10-30,2021-10-31,2021-11-01,2021-11-02,2021-11-03,2021-11-04,2021-11-05,2021-11-06,2021-11-07,2021-11-08,2021-11-09,2021-11-10,2021-11-11,2021-11-12,2021-11-13,2021-11-14,2021-11-15,2021-11-16,2021-11-17,2021-11-18,2021-11-19,2021-11-20,2021-11-21,2021-11-22,2021-11-23,Country (or dependency),Population,totalVaccines,VaccineRate
0,Afghanistan,4.0,4.0,0.0,0.0,33.9391,67.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8200.0,8200.0,8200.0,8200.0,8200.0,8200.0,8200.0,8200.0,8200.0,8200.0,8200.0,8200.0,8200.0,8200.0,8200.0,8200.0,54000.0,54000.0,54000.0,54000.0,54000.0,54000.0,54000.0,54000.0,54000.0,54000.0,54000.0,54000.0,54000.0,54000.0,54000.0,54000.0,54000.0,54000.0,54000.0,54000.0,54000.0,54000.0,120000.0,120000.0,120000.0,120000.0,120000.0,120000.0,120000.0,120000.0,120000.0,120000.0,120000.0,120000.0,120000.0,120000.0,120000.0,240000.0,240000.0,240000.0,240000.0,240000.0,240000.0,240000.0,240000.0,240000.0,240000.0,240000.0,240000.0,240000.0,240000.0,240000.0,240000.0,240000.0,240000.0,240000.0,240000.0,504502.0,504502.0,504502.0,504502.0,504502.0,504502.0,504502.0,504502.0,504502.0,547901.0,547901.0,547901.0,573277.0,573277.0,590454.0,590454.0,590454.0,593313.0,593313.0,600152.0,600152.0,626290.0,626290.0,626290.0,626290.0,630305.0,630305.0,641295.0,641295.0,641295.0,641295.0,641295.0,641295.0,662003.0,662003.0,662003.0,662003.0,662003.0,662003.0,662003.0,662003.0,765890.0,765890.0,765890.0,765890.0,765890.0,765890.0,835694.0,835694.0,886854.0,886854.0,886854.0,886854.0,886854.0,915671.0,915671.0,934463.0,934463.0,934463.0,934463.0,934463.0,962093.0,962093.0,1024168.0,1024168.0,1024168.0,1024168.0,1024168.0,1094257.0,1094257.0,1094257.0,1094257.0,1094257.0,1094257.0,1171064.0,1171064.0,1171064.0,1277085.0,1381416.0,1381416.0,1381416.0,1381416.0,1381416.0,1442250.0,1442250.0,1442250.0,1442250.0,1442250.0,1442250.0,1767239.0,1767239.0,1809517.0,1809517.0,1809517.0,1809517.0,1809517.0,1809517.0,1809517.0,1809517.0,1809517.0,1809517.0,1809517.0,1809517.0,1809517.0,1809517.0,1809517.0,1809517.0,1809517.0,1809517.0,1201286.0,1201286.0,1979652.0,1979652.0,1979652.0,1979652.0,1979652.0,1979652.0,1979652.0,1979652.0,1979652.0,1979652.0,1979652.0,1979652.0,1979652.0,1979652.0,1979652.0,1979652.0,1979652.0,1979652.0,1979652.0,1979652.0,3133227.0,3133227.0,3133227.0,3133227.0,3133227.0,3133227.0,3133227.0,3133227.0,3133227.0,3133227.0,3133227.0,3133227.0,3133227.0,3133227.0,3133227.0,3133227.0,3133227.0,2369625.0,2369625.0,2369625.0,2491952.0,2491952.0,2491952.0,2491952.0,2517902.0,2517902.0,2517902.0,2517902.0,2566925.0,2566925.0,2566925.0,2566925.0,2566925.0,2566925.0,2566925.0,2925490.0,2925490.0,2925490.0,2925490.0,2925490.0,2925490.0,2925490.0,3398410.0,3398410.0,3398410.0,3398410.0,3398410.0,3398410.0,3398410.0,5852810.0,5852810.0,5852810.0,5852810.0,5852810.0,5852810.0,5852810.0,5852810.0,5852810.0,4018197.0,4018197.0,4018197.0,4018197.0,4018197.0,4018197.0,4018197.0,Afghanistan,39074280,279450162.0,0.07486996561420965
1,Albania,8.0,8.0,0.0,0.0,41.1533,20.1683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,188.0,266.0,308.0,369.0,405.0,447.0,483.0,519.0,549.0,549.0,549.0,549.0,549.0,549.0,549.0,549.0,549.0,549.0,549.0,549.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,1127.0,1127.0,1127.0,1127.0,1127.0,1127.0,1127.0,1127.0,1701.0,3049.0,4177.0,4177.0,4177.0,6728.0,6728.0,6728.0,10135.0,10135.0,10135.0,10135.0,14295.0,14295.0,15793.0,15793.0,15793.0,15793.0,15793.0,15793.0,15793.0,21613.0,21613.0,23635.0,23635.0,23635.0,23635.0,23635.0,33369.0,33369.0,33369.0,33369.0,33369.0,48229.0,51690.0,53992.0,59348.0,62248.0,64075.0,78000.0,78000.0,119321.0,138846.0,155463.0,172486.0,185496.0,192882.0,206708.0,221588.0,232379.0,242542.0,250676.0,256810.0,256810.0,267531.0,281216.0,281216.0,304488.0,314622.0,324840.0,332905.0,345934.0,350000.0,372075.0,382998.0,391351.0,400064.0,400064.0,408619.0,416855.0,433628.0,453248.0,476903.0,494028.0,494028.0,517501.0,537387.0,556584.0,572226.0,585693.0,596766.0,596766.0,596766.0,596766.0,596766.0,632676.0,653330.0,653330.0,653330.0,680083.0,680083.0,688947.0,703743.0,703743.0,708846.0,708846.0,725135.0,725135.0,748986.0,759043.0,759043.0,759043.0,772204.0,776461.0,780342.0,780342.0,787321.0,787321.0,787321.0,798624.0,803682.0,803682.0,816556.0,816556.0,823053.0,830281.0,834868.0,836430.0,842535.0,842535.0,862628.0,862628.0,862628.0,862628.0,890052.0,890052.0,901429.0,901429.0,922886.0,922886.0,922886.0,943439.0,943439.0,955498.0,974486.0,974486.0,974486.0,981499.0,994081.0,994081.0,1005663.0,1011297.0,1011297.0,1016554.0,1022802.0,1022802.0,1029234.0,1035667.0,1052108.0,1052108.0,1052108.0,1067135.0,1067135.0,1069365.0,1082424.0,1095453.0,1109785.0,1109785.0,1109785.0,1138771.0,1138771.0,1138771.0,1138771.0,1138771.0,1190847.0,1198933.0,1203087.0,1212761.0,1221640.0,1229405.0,1238036.0,1238036.0,1238036.0,1259952.0,1259952.0,1280239.0,1280239.0,1280239.0,1280239.0,1280239.0,1321198.0,1330754.0,1340339.0,1340339.0,1340339.0,1340339.0,1340339.0,1340339.0,1386713.0,1386713.0,1415907.0,1415907.0,1415907.0,1427977.0,1444764.0,1458048.0,1472316.0,1485250.0,1499898.0,1499898.0,1499898.0,1499898.0,1539232.0,1539232.0,1567313.0,1567313.0,1579402.0,1598196.0,1601552.0,1610157.0,1618111.0,1625636.0,1632986.0,1632986.0,1640239.0,1649884.0,1649884.0,1665590.0,1674093.0,1683644.0,1683644.0,1693555.0,1715133.0,1723996.0,1723996.0,1732549.0,1732549.0,1741373.0,1756040.0,1756040.0,1771542.0,1771542.0,1778093.0,1783984.0,1783984.0,1789592.0,1795351.0,1795351.0,1810433.0,1816580.0,1816580.0,1816580.0,1816580.0,1836856.0,1842661.0,1842661.0,1842661.0,1842661.0,1860335.0,1865942.0,1865942.0,1873903.0,1879391.0,1879391.0,1879391.0,1879391.0,1879391.0,1901824.0,1912563.0,1912563.0,1926604.0,1926604.0,1926604.0,1926604.0,1947148.0,1947148.0,1963359.0,1971973.0,1971973.0,1980231.0,1980231.0,2000104.0,2000104.0,2016954.0,2025561.0,2033766.0,2033766.0,2033766.0,2050342.0,2050342.0,Albania,2877239,233417173.0,0.6531925224147177
2,Algeria,12.0,12.0,0.0,0.0,28.0339,1.6596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,75000.0,75000.0,75000.0,75000.0,75000.0,3421279.0,3421279.0,3421279.0,3421279.0,3421279.0,3421279.0,4146091.0,4146091.0,4146091.0,4146091.0,4146091.0,4146091.0,4146091.0,4146091.0,4146091.0,4146091.0,4146091.0,4146091.0,4146091.0,4146091.0,4146091.0,4146091.0,4146091.0,4146091.0,4146091.0,4146091.0,4146091.0,4146091.0,4146091.0,4146091.0,4146091.0,4146091.0,4146091.0,4146091.0,4146091.0,4146091.0,4146091.0,4146091.0,4146091.0,8000000.0,8000000.0,8000000.0,8000000.0,8000000.0,8000000.0,8000000.0,9989662.0,9989662.0,9989662.0,9989662.0,9989662.0,9989662.0,9989662.0,9989662.0,9989662.0,9989662.0,9989662.0,9989662.0,9989662.0,9989662.0,14082920.0,14082920.0,14082920.0,14082920.0,14082920.0,14082920.0,14082920.0,14082920.0,14082920.0,14082920.0,14082920.0,14082920.0,14082920.0,14082920.0,14082920.0,14082920.0,14082920.0,14082920.0,14082920.0,14082920.0,14082920.0,14082920.0,14082920.0,14082920.0,14082920.0,14082920.0,14082920.0,14082920.0,14082920.0,11080739.0,11080739.0,11080739.0,11080739.0,11080739.0,11080739.0,11179354.0,11179354.0,11179354.0,11224643.0,11224643.0,11224643.0,11224643.0,11271319.0,11271319.0,11271319.0,11316115.0,11316115.0,11316115.0,11316115.0,11376816.0,11376816.0,11376816.0,11376816.0,11376816.0,11376816.0,11376816.0,11376816.0,11376816.0,Algeria,43984569,950993059.0,0.251923327928938
3,Andorra,20.0,20.0,0.0,0.0,42.5063,1.5218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0,576.0,576.0,576.0,576.0,576.0,576.0,1036.0,1036.0,1036.0,1036.0,1036.0,1036.0,1036.0,1036.0,1036.0,1036.0,1291.0,1291.0,1622.0,1622.0,1622.0,1622.0,1622.0,1622.0,1622.0,2141.0,2141.0,2141.0,2141.0,2141.0,2390.0,2390.0,2526.0,2526.0,2526.0,2526.0,2526.0,2526.0,2526.0,2526.0,2526.0,2526.0,3611.0,3611.0,4914.0,4914.0,4914.0,4914.0,4914.0,8363.0,8363.0,8363.0,8363.0,9288.0,9288.0,9288.0,9288.0,9288.0,9288.0,9288.0,9288.0,9288.0,9288.0,9288.0,9288.0,9288.0,9288.0,9288.0,9288.0,12440.0,15269.0,15269.0,15269.0,15269.0,15269.0,15269.0,17091.0,19064.0,19064.0,19064.0,19064.0,19064.0,19064.0,19064.0,26414.0,26414.0,26414.0,26414.0,26414.0,26414.0,26414.0,28503.0,28503.0,28503.0,28503.0,28503.0,28503.0,28503.0,28881.0,28881.0,28881.0,28881.0,28881.0,28881.0,28881.0,28881.0,28881.0,28881.0,28881.0,31633.0,31633.0,31633.0,31633.0,31633.0,31633.0,31633.0,32317.0,32317.0,32317.0,32317.0,32317.0,32317.0,32317.0,32317.0,32317.0,32317.0,32317.0,32327.0,35916.0,35916.0,35926.0,35926.0,35926.0,35926.0,35926.0,41473.0,41481.0,41481.0,41481.0,41481.0,41481.0,41481.0,41481.0,51114.0,51114.0,51114.0,51114.0,51114.0,51114.0,63265.0,63272.0,63272.0,63272.0,63272.0,63272.0,63272.0,68329.0,68336.0,68336.0,68336.0,68336.0,68336.0,68336.0,68336.0,68336.0,70025.0,70025.0,70025.0,70025.0,70025.0,73478.0,73478.0,73478.0,73478.0,73478.0,73478.0,73478.0,73478.0,82349.0,82349.0,82349.0,82349.0,82349.0,82349.0,82349.0,82349.0,82349.0,82349.0,82349.0,82349.0,82349.0,82349.0,82349.0,86320.0,86320.0,86320.0,86320.0,86320.0,86320.0,86320.0,86320.0,86320.0,86320.0,86320.0,86320.0,91660.0,91660.0,91660.0,91660.0,91660.0,91660.0,91660.0,91660.0,91660.0,91660.0,91660.0,91660.0,91660.0,91660.0,91660.0,91660.0,91660.0,91660.0,91660.0,93430.0,93430.0,93430.0,93430.0,93430.0,93430.0,93430.0,93430.0,93430.0,93430.0,93430.0,93430.0,93430.0,93430.0,93430.0,93430.0,93430.0,93430.0,93430.0,93430.0,93430.0,95918.0,95918.0,95918.0,95918.0,95918.0,95918.0,95918.0,102032.0,102032.0,102032.0,102692.0,102692.0,102692.0,102692.0,102692.0,102692.0,102692.0,102692.0,102692.0,102692.0,102692.0,102692.0,102692.0,102692.0,102692.0,102692.0,102692.0,102692.0,102692.0,102692.0,102692.0,102692.0,102692.0,102692.0,102692.0,102692.0,102692.0,102692.0,102692.0,102692.0,102692.0,102692.0,102692.0,102692.0,102692.0,104534.0,104534.0,104534.0,104534.0,104534.0,104534.0,104534.0,104534.0,104534.0,104534.0,104534.0,104534.0,104534.0,Andorra,77287,13999128.0,1.328709873588055
4,Angola,24.0,24.0,0.0,0.0,-11.2027,17.8739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6169.0,6169.0,6169.0,6169.0,6169.0,6169.0,6169.0,6169.0,6169.0,6169.0,49000.0,49000.0,49000.0,49000.0,49000.0,49000.0,87022.0,87022.0,87022.0,87022.0,87022.0,130750.0,130750.0,130750.0,130750.0,130750.0,130750.0,130750.0,130750.0,181578.0,181578.0,181578.0,181578.0,181578.0,245442.0,245442.0,245442.0,245442.0,245442.0,245442.0,245442.0,245442.0,395447.0,395447.0,395447.0,395447.0,456349.0,456349.0,456349.0,456349.0,456349.0,456349.0,456349.0,456349.0,456349.0,456349.0,456349.0,456349.0,456349.0,456349.0,456349.0,456349.0,456349.0,456349.0,456349.0,626572.0,626572.0,626572.0,626572.0,626572.0,626572.0,681502.0,681502.0,681502.0,757535.0,757535.0,757535.0,757535.0,757535.0,859979.0,859979.0,859979.0,859979.0,859979.0,909215.0,909215.0,909215.0,909215.0,909215.0,909215.0,909215.0,909215.0,1115919.0,1115919.0,1222630.0,1222630.0,1222630.0,1222630.0,1222630.0,1314375.0,1314375.0,1314375.0,1314375.0,1314375.0,1380174.0,1380174.0,1380174.0,1380174.0,1432699.0,1432699.0,1432699.0,1432699.0,1488292.0,1488292.0,1488292.0,1488292.0,1488292.0,1488292.0,1488292.0,1513460.0,1513460.0,1513460.0,1513460.0,1513460.0,1513460.0,1513460.0,1558201.0,1558201.0,1558201.0,1558201.0,1558201.0,1558201.0,1558201.0,1592537.0,1592537.0,1592537.0,1592537.0,1592537.0,1592537.0,1592537.0,1592537.0,1592537.0,1592537.0,1592537.0,1592537.0,1592537.0,1592537.0,1592537.0,1680059.0,1680059.0,1680059.0,1680059.0,1680059.0,1680059.0,1695588.0,1695588.0,1695588.0,1695588.0,1695588.0,1695588.0,1695588.0,1727488.0,1727488.0,1727488.0,1727488.0,1754073.0,1754073.0,1754073.0,1754073.0,1754073.0,1841568.0,1841568.0,1841568.0,1841568.0,1841568.0,1869933.0,1869933.0,2086325.0,2086325.0,2086325.0,2086325.0,2086325.0,2086325.0,2086325.0,2086325.0,2086325.0,2086325.0,2086325.0,2086325.0,2469333.0,2469333.0,2469333.0,2469333.0,2469333.0,2469333.0,2469333.0,2820134.0,2820134.0,2820134.0,2820134.0,2820134.0,2820134.0,2820134.0,3134137.0,3134137.0,3134137.0,3134137.0,3134137.0,3134137.0,3134137.0,3134137.0,3134137.0,3134137.0,3134137.0,3134137.0,3134137.0,4074677.0,4074677.0,4074677.0,4074677.0,4448653.0,4448653.0,4448653.0,4448653.0,5224697.0,5224697.0,5224697.0,5661085.0,5661085.0,5661085.0,5661085.0,5940208.0,5940208.0,5940208.0,5940208.0,5940208.0,5940208.0,5940208.0,6164219.0,6164219.0,6164219.0,6647925.0,6647925.0,6647925.0,6647925.0,7246966.0,7246966.0,7246966.0,7246966.0,7246966.0,7246966.0,7246966.0,7806481.0,7806481.0,7806481.0,8306720.0,8306720.0,8306720.0,8306720.0,8798259.0,8798259.0,Angola,33032075,384295554.0,0.17983151224983596
5,Antigua and Barbuda,28.0,28.0,0.0,0.0,17.0608,-61.7964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24164.0,24164.0,24164.0,24164.0,25677.0,25677.0,25677.0,25677.0,25677.0,25677.0,26424.0,26424.0,26424.0,26424.0,26424.0,26424.0,26836.0,26836.0,26836.0,27032.0,27032.0,27032.0,27032.0,27032.0,27032.0,27032.0,27032.0,27032.0,27032.0,27032.0,27592.0,27592.0,28414.0,28639.0,28639.0,28639.0,28639.0,28639.0,29754.0,29754.0,29754.0,29754.0,29754.0,29754.0,29754.0,29754.0,29754.0,29754.0,29754.0,29754.0,29754.0,29754.0,29754.0,29754.0,29754.0,29754.0,29754.0,31085.0,31085.0,31085.0,31262.0,31262.0,31262.0,31262.0,31262.0,34441.0,34441.0,34441.0,34441.0,39519.0,39519.0,39519.0,39519.0,39519.0,39519.0,44230.0,44230.0,48347.0,50329.0,50329.0,50329.0,51811.0,51811.0,51811.0,55578.0,55578.0,57264.0,57264.0,58074.0,58074.0,58074.0,58727.0,58727.0,58727.0,59582.0,59582.0,59582.0,60011.0,62204.0,62204.0,62809.0,62809.0,63755.0,63755.0,63755.0,63931.0,63931.0,63931.0,63995.0,63995.0,63995.0,63995.0,64617.0,64617.0,64823.0,64823.0,64823.0,65077.0,65077.0,65077.0,65337.0,65337.0,65656.0,65757.0,65757.0,65757.0,65757.0,66124.0,66124.0,66408.0,66522.0,66522.0,66522.0,67847.0,67847.0,68271.0,68715.0,68715.0,68715.0,68850.0,68850.0,69382.0,69382.0,69382.0,69518.0,69518.0,69518.0,69903.0,69903.0,69903.0,70019.0,70019.0,70019.0,70019.0,71065.0,71065.0,71434.0,71434.0,71434.0,71434.0,71434.0,71600.0,72282.0,72282.0,72282.0,72282.0,72902.0,72902.0,73700.0,74637.0,74637.0,75069.0,75069.0,75069.0,75069.0,75069.0,75069.0,75069.0,77997.0,77997.0,77997.0,79390.0,79390.0,79390.0,79390.0,79922.0,79922.0,79922.0,79922.0,81915.0,81915.0,81915.0,81915.0,81915.0,81915.0,81915.0,89252.0,89252.0,89252.0,93318.0,93318.0,93318.0,94298.0,96160.0,96160.0,97384.0,97831.0,97831.0,97831.0,97831.0,98840.0,98840.0,98840.0,99846.0,99846.0,99846.0,99846.0,101390.0,101390.0,102834.0,102834.0,102834.0,102834.0,102834.0,104500.0,104500.0,104500.0,104500.0,104500.0,104500.0,104500.0,105937.0,106387.0,106387.0,106387.0,106387.0,106387.0,106387.0,108001.0,108001.0,111186.0,111186.0,111186.0,111186.0,111186.0,111186.0,111186.0,114309.0,115487.0,115487.0,115487.0,115487.0,115487.0,116527.0,Antigua and Barbuda,98069,13411853.0,1.065576277926766
