,Country/Region,DeathRate,VaccineRate,ratioRates,name,region
103,Monaco,0.17874777297022143,1.2720794095189616,0.14051620648259303,Monaco,Europe
104,Mongolia,0.04546699026113685,1.4460614703754697,0.03144194848738439,Mongolia,Asia
105,Montenegro,0.5691408737740415,0.7928862565278308,0.7178089783853686,Montenegro,Europe
106,Morocco,0.06288656911669248,1.246275823276633,0.05045959164268702,Morocco,Africa
107,Mozambique,0.008875176833925335,0.12100410426369329,0.07334608101047933,Mozambique,Africa
108,Namibia,0.18000418258514367,0.25603541935516777,0.7030440672563552,Namibia,Africa
109,Nepal,0.06155708930061581,1.0621574616642435,0.05795476802861693,Nepal,Asia
110,Netherlands,0.22513450363631188,1.4224922795752821,0.15826764536362262,Netherlands,Europe
111,New Zealand,0.001169595245081767,1.3957754584210753,0.0008379537253111133,New Zealand,Oceania
112,Nicaragua,0.00622168324401276,0.19684833328939488,0.03160648170114809,Nicaragua,Americas
113,Niger,0.0017211531463208545,0.03298819360574191,0.05217482251047755,Niger,Africa
114,Nigeria,0.0023702661921579994,0.0405930550873975,0.05839092886836869,Nigeria,Africa
115,Norway,0.031510921612483825,1.4605862954569822,0.021574159438915465,Norway,Europe
116,Oman,0.13324069267547287,1.1076286578661942,0.12029364871450342,Oman,Asia
117,Pakistan,0.02209653202093011,0.4605688475960446,0.04797661009046474,Pakistan,Asia
118,Palau,0.0,1.744546910376056,0.0,Palau,Oceania
119,Panama,0.33225096017470834,1.3270608391104075,0.25036603476102276,Panama,Americas
120,Papua New Guinea,0.004290999607711231,0.032367221504777825,0.13257238058193607,Papua New Guinea,Oceania
121,Paraguay,0.36803196842331914,0.7226406016156858,0.5092876979240721,Paraguay,Americas
122,Peru,1.2139440804175199,1.027946236107237,1.180941218302082,Peru,Americas
123,Philippines,0.05321627750092042,0.5234816024033581,0.10165835295184969,Philippines,Asia
124,Poland,0.41109091603415554,2.0547507608170403,0.20006850654270666,Poland,Europe
125,Portugal,0.365151374064175,1.5907211652481026,0.22955083646430446,Portugal,Europe
126,Qatar,0.04108664984127555,1.6705128329371568,0.024595231494891002,Qatar,Asia
127,Romania,0.3711828521300044,0.6391105142504078,0.5807803875130311,Romania,Europe
128,Russia,0.22357638731010346,1.4091428250995899,0.15866126791959673,Russia,Europe
129,Rwanda,0.012095450601958293,0.43270241377690316,0.027953277395384675,Rwanda,Africa
130,Saint Lucia,0.1307584315517973,0.4823206764830716,0.27110268733500303,Saint Lucia,Americas
131,Samoa,0.0,0.9773362262954144,0.0,Samoa,Oceania
132,San Marino,0.5657259014847985,1.4008955927409852,0.40383159488559894,San Marino,Europe
133,Saudi Arabia,0.048531221417831956,1.3050350854304404,0.0371876756109012,Saudi Arabia,Asia
134,Senegal,0.017982475466563008,0.11661995372531768,0.1541972440575501,Senegal,Africa
135,Serbia,0.17712846782660704,0.8025726711274355,0.22070084641404633,Serbia,Europe
136,Seychelles,0.1537992747808599,1.6780189532060983,0.09165526675786594,Seychelles,Africa
137,Sierra Leone,0.002745697923504259,0.049498773012726635,0.05547001988914578,Sierra Leone,Africa
138,Singapore,0.0024923519055456496,1.7194208512266824,0.001449529883139161,Singapore,Asia
139,Slovakia,0.4811499184356942,0.8940634701614931,0.5381608068035538,Slovakia,Europe
140,Slovenia,0.4540303003046192,2.2141858374431034,0.20505519122501667,Slovenia,Europe
141,Solomon Islands,0.0,0.22160131424983798,0.0,Solomon Islands,Oceania
142,Somalia,0.011617234487012528,0.04053207822096264,0.28661827858124117,Somalia,Africa
143,South Africa,0.2495931597846281,0.3688782482547617,0.6766274806538588,South Africa,Africa
144,South Sudan,0.0022757160369998885,0.011340688732865263,0.20066823899371067,South Sudan,Africa
145,Spain,0.37473776668709813,1.5351276081644245,0.24410854491450246,Spain,Europe
146,Sri Lanka,0.05584757456844636,1.3337818383244737,0.04187159621141889,Sri Lanka,Asia
147,Sudan,0.013090496312943721,0.04795948083001753,0.27294908298403564,Sudan,Africa
148,Suriname,0.20464954786134074,0.7588917198969944,0.26966896922938904,Suriname,Americas
149,Sweden,0.3072726414910517,1.4357980671662067,0.21400825681393126,Sweden,Europe
150,Switzerland,0.2666660127411615,2.5461329634422945,0.10473373408615594,Switzerland,Europe
151,Syria,0.02319690231427792,0.05483319639409203,0.4230448677031211,Syria,Asia
152,Tajikistan,0.002415883325620919,0.4950079961894058,0.004880493535899418,Tajikistan,Asia
153,Tanzania,0.0004628210169898221,0.01475660030260413,0.03136366151410546,Tanzania,Africa
154,Thailand,0.020310256026214456,1.0317732385600338,0.019684805989502025,Thailand,Asia
155,Timor-Leste,0.007204383265024379,0.6468892018928423,0.011136966336652178,Timor-Leste,Asia
156,Togo,0.004127454266873013,0.1548747709944514,0.02665026873241275,Togo,Africa
157,Trinidad and Tobago,0.13757647561242978,0.8659785200563029,0.15886823105437423,Trinidad and Tobago,Americas
158,Tunisia,0.3196771295206605,0.7564769451950596,0.42258674444894145,Tunisia,Africa
159,Turkey,0.13074928963752433,1.3731399766493364,0.09521919968900172,Turkey,Asia
160,Uganda,0.008410366075372685,0.06504647065158184,0.12929780803054464,Uganda,Africa
161,Ukraine,0.2651964469544043,0.7688200428245957,0.3449395595620654,Ukraine,Europe
162,United Arab Emirates,0.04009558372747882,2.122878445249933,0.018887366734159968,United Arab Emirates,Asia
163,United Kingdom,0.41306649960627406,3.029499421339306,0.13634810315417134,United Kingdom,Europe
164,Uruguay,0.3018373677514686,1.8960879119361582,0.15918954276927616,Uruguay,Americas
165,Uzbekistan,0.005696977904986626,0.7592409879117153,0.007503517322814863,Uzbekistan,Asia
166,Vanuatu,0.0006291817070283489,0.313086006544787,0.002009612994116185,Vanuatu,Oceania
167,Venezuela,0.025049943562252923,0.5674294473625517,0.044146358069160244,Venezuela,Americas
168,Vietnam,0.013718123106620163,0.7792682518157014,0.017603852171132115,Vietnam,Asia
169,Yemen,0.010128420240498662,0.011898026782143509,0.851268905840701,Yemen,Asia
170,Zambia,0.029587849031990403,0.04720970690412203,0.6267323178277769,Zambia,Africa
171,Zimbabwe,0.04239320188209604,0.39481687336,0.10737434173296155,Zimbabwe,Africa
